Fecha_Publicación,Titulo,viewCount,likeCount,dislikeCount,commentCount,Duración [segs],Tags,Descripcion,videoID,Edicion,TEDx
15/10/13,Peligro -- albedrío suelto: Daniel Gutson at TEDxCordoba,1.550,25.0,0.0,2.0,816.0,"['ted', 'ted x', 'TEDxCordoba', 'Science', 'Español', 'tedx', 'tedx talk', 'ted talks', 'Córdoba Province Argentina (Argentine Province)', 'ted talk', 'Daniel Gutson', 'TEDx', 'tedx talks', 'Health', 'Spanish Language (Human Language)', 'Argentina (Country)']","Daniel dirige una ONG que se dedica a la investigación y desarrollo en bioinformática para aplicarla a problemas asociados a la salud humana. Actualmente desarrolla programas informáticos que buscan personalizar los tratamientos para pacientes con VIH. Desde 2006, Fudepan realiza simulaciones y cálculos con el objetivo de mejorar vacunas y tratamientos contra enfermedades desarrollando herramientas informáticas de avanzada.
 

 ""Estudié tres años de matemáticas, tres años de ingeniería en sistemas y varias materias de medicina en la Universidad de Buenos Aires. No me recibí de nada. A fines de la década de 1990 no existía la carrera de Bioinformática. La tuve que fabricar yo"", cuenta Daniel. En 2012 fue premiado como uno de los 10 jóvenes sobresalientes de la Argentina por la Cámara Argentina de Comercio, y en 2011 recibió una distinción similar de la Bolsa de Comercio de Córdoba.
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations)",svampPRbH9o,TEDxCordoba 2013,TEDxCórdoba
19/10/13,Las nuevas infancias: Enrique Orschanski at TEDxCordoba,197.973,2.233,87.0,63.0,954.0,"['ted talk', 'TEDxCordoba', 'Spanish Language (Human Language)', 'ted x', 'Español', 'Argentina (Country)', 'Enrique Orschanski', 'ted talks', 'Science', 'Córdoba Province Argentina (Argentine Province)', 'Medicine', 'ted', 'tedx', 'TEDx', 'tedx talks', 'tedx talk']","Enrique Orschanski nació en Córdoba, Argentina, en 1956. Es Doctor en Medicina y Cirugía egresado de la Universidad Nacional de Córdoba. Ejerce la especialidad de Pediatría y además es docente en la Universidad Nacional de Córdoba desde 1981.
 

 Autor de trabajos científicos, dicta cursos y conferencias en diferentes centros de salud y educacionales para la difusión de acciones preventivas de salud materno infantil.
 

 Es autor del libro Pensar la infancia, elaborado a partir de breves relatos sobre la construcción de la salud en los niños, y coautor con la psicopedagoga Liliana González de los libros Cre-cimientos (2011) y Estación Infancias (2013).
 

 Además, es columnista en Radio Mitre Córdoba y en el diario La Voz del Interior, en las cuales aborda temas vinculados a la vida familiar, la crianza de los niños y el complejo mundo de las relaciones humanas en torno a la infancia.
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations)",m_Ygj0pB-QM,TEDxCordoba 2013,TEDxCórdoba
19/10/13,Samurai en la cocina y en la vida: Takehiro Ohno at TEDxCordoba,130.363,2.471,48.0,88.0,1.15,"['Educación', 'ted x', 'tedx', 'tedx talk', 'ted', 'Samurai (System Of Nobility)', 'Takehiro Ohno', 'tedx talks', 'Chef', 'TEDx', 'Córdoba Province Argentina (Argentine Province)', 'Cocina', 'ted talks', 'Argentina (Country)', 'Español', 'Entertainment', 'El Gourmet', 'ted talk']","Nacido en Hokkaido, una isla al norte de Japón, y descendiente de Samurai, Takehiro Ohno inició su carrera de chef en su tierra. Viajó al País Vasco para especializarse en su cocina y se convirtió en uno de los chefs ""no españoles"" más experimentados en cocina vasca. Luego el destino lo llevó a radicarse en Argentina, desde donde inició su camino por América latina.
 

 Dueño de un estilo único, más que recetas de Europa y Asia sus clases magistrales cuentan la experiencia de un japonés que no sabía nada del idioma castellano y logró llegar a ser un reconocido chef en Latinoamérica.
 

 Junto con la historia, la cultura y la ética milenaria de Japón, Takehiro enseña en sus platos que es la suma de ""diferentes culturas y diferentes experiencias"".
 

 Desde que llegó a la Argentina en 1997, trabajó como chef ejecutivo y tres años más tarde regresó a Japón para capacitarse en management gastronómico. Tuvo restaurantes en Punta del Este y Buenos Aires, y actualmente se dedica a la consultoría gastronómica en toda América latina. Además, conduce un programa en el canal especializado ElGourmet.com
 

 ---------------------
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations)",kP7iLDxvlzo,TEDxCordoba 2013,TEDxCórdoba
22/10/13,"Máquinas del tiempo, el caótico camino de la realidad: Horacio Pastawski at TEDxCordoba",22.863,270.0,21.0,21.0,1.276,"['ted x', 'Spanish Language (Human Language)', 'tedx', 'Horacio Pastawski', 'tedx talk', 'ted talk', 'TEDxCordoba', 'ted', 'TEDx', 'tedx talks', 'Argentina (Country)', 'Español', 'ted talks', 'Science']","Aunque no lo creas, no es ciencia ficción pero volver el tiempo atrás es posible. Horacio Pastawski es un físico especializado en mecánica cuántica que realiza experimentos en los que puede hacer retroceder el tiempo a escala microscópica. Por eso, la prensa especializada lo ha bautizado como ""el maquinista del tiempo"".
 

 ¿Es posible viajar en el tiempo?, se preguntó Horacio. Y con la curiosidad a cuestas, llegó a esta conclusión: ""Hoy sabemos que a nivel macroscópico es imposible que un hombre viaje al pasado, porque un ser humano es un sistema complejo de energías y reacciones químicas; y mientras más complejo es el sistema más inestable y tendiente al caos es. Pero la reversibilidad del tiempo a nivel microscópico es posible y tiene aplicaciones inconmensurables"".
 

 Horacio no es sólo un bicho de laboratorio, también es flautista y autoproclamado ""recorredor"" de las sierras.
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations)",GPc78Z9cvZ4,TEDxCordoba 2013,TEDxCórdoba
7/11/13,Dibujando futuros: Pablo Bernasconi at TEDxCordoba,10.073,115.0,5.0,2.0,1.112,"['Argentina', 'TEDx', 'TEDxCordoba', 'Spanish', 'tedx talks', 'tedx talk', 'art', 'tedx', 'ted x', 'Córdoba', 'Pablo Bernasconi', 'ted', 'ted talk', 'ted talks', 'Español']","Es un reconocido diseñador gráfico e ilustrador. Su curiosidad lo llevó a explorar (y jugar) en la intersección entre su profesión y el arte. Se caracteriza por hacer collage aunque también se apoya en las técnicas de la tinta y la pintura.
 

 Ha publicado sus trabajos en grandes revistas y publicaciones de renombre como Clarín, Caras y Caretas, Rolling Stone, The New York Times, Playboy, entre otras.
 

 Con su imagen-partitura, crear universos no lineales, compone mensajes incompletos, retazos de discursos cargados de guiños e implicaturas que el lector, su cómplice, completa y reorganiza, introduciendo en la imagen lo que no está, lo que prolijamente el ilustrador ha ocultado.
 

 Para él, la curiosidad es un motor inextinguible, el único punto que la humanidad no ha devastado de su propia naturaleza. ""Defender la curiosidad implica reconocerse como seres divinos"", dice.
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations)",E5js-HN2tsw,TEDxCordoba 2013,TEDxCórdoba
19/10/13,Hackear la política: Santiago Siri at TEDxCordoba,45.738,732.0,24.0,83.0,1.536,"['Córdoba Province Argentina (Argentine Province)', 'TEDx', 'ted', 'ted talk', 'tedx talks', 'Español', 'Argentina (Country)', 'Global Issues', 'tedx', 'Partido de la Red', 'Politics', 'TEDxCordoba', 'ted talks', 'Spanish Language (Human Language)', 'Activism', 'Santiago Siri', 'tedx talk', 'ted x']","""Los jóvenes no solamente tenemos voluntad de cambio, sino también el poder"", dice Santiago Siri, cofundador del Partido de la Red, un partido político que propone mejorar la democracia a partir del uso de Internet.
 

 Como gran parte de los emprendedores, fue un mal alumno en el colegio y dejó la carrera de ingeniería que había comenzado en el ITBA.
 

 A través de software abierto de pensamiento social, el partido busca tender un puente desde el mero y a veces impulsivo clic a una forma de participación ciudadana horizontal y entre pares.
 

 El Partido de la Red comenzó a gestarse en mayo de 2012, cuando un grupo de emprendedores provenientes de distintas ramas (sociedad civil, tecnología, política, educación y comunicación social) confluyeron en un espacio común para debatir formas de hackear el sistema político partidario actual y transformarlo.
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations)",YBR84aZTPTU,TEDxCordoba 2013,TEDxCórdoba
7/11/13,Luminosos y conectados todo es posible: Martín Parlato at TEDxCordoba,5.043,52.0,1.0,1.0,909.0,"['tedx', 'Argentina', 'TEDxCordoba', 'TEDx', 'ted talk', 'tedx talk', 'Posibl', 'ted x', 'Business', 'ted talks', 'Spanish', 'Martin Parlato', 'tedx talks', 'Cordoba', 'ted', 'Español']","""Haz de tu vida un sueño, y de tu sueño una realidad"", escribió Antoine Saint-Exupéry y Martín Parlato hizo caso. Es el CEO y cofundador de Posibl. (posibl.com), red social ideada para acercar a todas aquellas personas que tengan un sueño con empresas, fundaciones y ONGs dispuestas a ayudarlos a hacerlos realidad. Se lanzó en noviembre del año pasado y ya cuenta con usuarios en los cinco continentes.
 

 ""Es personal, simple, divertido, ambicioso y global"", dice Martín sobre el proyecto. Egresó de la Universidad Argentina de la Empresa (UADE) como licenciado en Administración de Empresas y tiene 15 años de experiencia en servicios de consultoría en negocios, financiera y planificación.
 

 Como buen curioso, Martín es un emprendedor nato que comenzó, gerenció y dirigió diferentes negocios y startups. Hoy tiene los ojos puestos en Posibl. y busca alcanzar los 100 millones de usuarios en menos de cinco años.
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations)",hcBjX2gARnE,TEDxCordoba 2013,TEDxCórdoba
22/10/13,¿De quién son tus ideas? Beatriz Busaniche at TEDxCordoba,42.034,479.0,24.0,39.0,1.095,"['ted talk', 'Beatriz Busaniche', 'Español', 'tedx talks', 'Argentin', 'Technology', 'tedx talk', 'Córdoba Province Argentina (Argentine Province)', 'ted talks', 'TEDx', 'ted', 'Spanish Language (Human Language)', 'TEDxCordoba', 'ted x', 'tedx']","Es activista por los derechos ciudadanos, la cultura libre y las libertades en Internet. Se especializa en el amplio campo de la propiedad intelectual y es promotora del software libre como una poderosa herramienta de libertad, creatividad y desarrollo sustentable.
 

 Integra la Fundación Vía Libre, organización sin fines de lucro que trabaja políticamente en el área de las nuevas tecnologías y defiende los derechos ciudadanos en entornos mediados por las tecnologías de la información. Además, es miembro fundadora de Wikimedia Argentina, el capítulo local de la Fundación Wikimedia Internacional que en Estados Unidos opera y mantiene proyectos colaborativos como Wikipedia.
 

 En nuestro país, brinda apoyo a la comunidad local de Wikimedia, organizando actividades e impulsando proyectos para la difusión del contenido libre. Como líder pública de Creative Commons Argentina promueve el intercambio y utilización legal de contenidos cubiertos por los derechos de autor. Es licenciada en Comunicación Social por la Universidad de Rosario y profesora de la UBA.
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations)",c-0tEvw1i4s,TEDxCordoba 2013,TEDxCórdoba
7/11/13,Performance: Los Cocineros at TEDxCordoba,2.112,8.0,1.0,1.0,1.0170000000000001,"['TEDXCordoba', 'performance', 'musica', 'Cordoba', 'tedx talks', 'ted', 'art', 'ted talks', 'tedx', 'Los Cocineros', 'Argentina', 'TEDx', 'Español', 'ted talk', 'tedx talk', 'Spanish', 'ted x']","Una banda cordobesa que desafía la gravedad del rock. Integrada por Mara Santucho, Nicolás Arrieta, Fonsy Denaro, Andrés Clifford, Sebastián López y músicos invitados. Han realizado giras por Argentina y Brasil, y compartido escenarios con artistas de renombre nacional e internacional. Fueron nominados a los premios Gardel 2007 y a los Premios Clarín a la Música 2007 y 2008.
 Sus platos van desde el bolero, la música disco, cumbia, cuarteto, condimentados con otros ingredientes que los acercan al mundo del rock, la esencia del punk, el reggae y el ska. ¡Un cóctel explosivo y bailable!
 ------------------
 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations)",oK58vWGLJsQ,TEDxCordoba 2013,TEDxCórdoba
22/08/13,"TEDx Córdoba 2013 - Spot curiosidad ""Gato""",1.292,7.0,0.0,0.0,26.0,"['Argentina (Argentine Province) curiosidad', 'Tedx Cordoba', 'tedx cordoba cordoba Córdoba Province']","TEDx Córdoba es la versión local de uno de los eventos mundiales mas innovadores, el TED. Buscamos difundir las Ideas que mueven ideas!
 #AptoParaCuriosos",WihFDLHP0nM,TEDxCordoba 2013,TEDxCórdoba
22/08/13,"TEDx Córdoba 2013 - Spot Curiosidad ""Encuentro""",1.057,7.0,0.0,0.0,32.0,"['tedx cordoba Córdoba Province', 'Argentina (Argentine Province) curiosidad', 'tortuga', 'curiosos', 'curioso']","TEDx Córdoba es la versión local de uno de los eventos mundiales mas innovadores, el TED. Buscamos difundir las Ideas que mueven ideas!
 #AptoParaCuriosos",V9Lwo5SbSzM,"Spots 2013 - Vos, qué hacés con tu curiosidad?",TEDxCórdoba
22/11/12,El poder de la elección: Lucas Lezcano Vélez at TEDxCordoba 2012,6.099,67.0,1.0,4.0,758.0,"['Historia de Vida', 'ted x', 'Startup', 'ted talks', 'tedx talks', 'ted', 'Argentina', 'TEDxCordoba', 'ted talk', 'tedx', 'Emprendedor', 'Entrepreneurship', 'Business', 'Spanish', 'tedx talk', 'Entrepreneur']","Con alma de trotamundos, es un emprendedor cordobés de alto impacto. Nació en una familia de clase media baja y en un entorno conflictivo, según él mismo relata.
 Se puso como meta en la vida salir de Córdoba y hacer un posgrado en el exterior. Con el tiempo consiguió una beca para ir a Inglaterra. Como se quedó sin plata al poco tiempo llegó a vender pulóveres norteños en Londres a turistas chinos.
 

 Para poder llegar a su sueño de ser empresario en América latina ""durante 6 meses contactaba a 10 inversores por día desde un baño londinense"".
 Consiguió en poco tiempo unos 500 mil dólares que le permitieron ser la cabeza del proyecto Comparaencasa.com.
 

 Este sitio permite en tres simples pasos comparar cientos de seguros, préstamos, cupones, vuelos, hoteles y pasajes en cualquier punto del país. Sus planes ahora se extienden hacia Brasil y el resto de Latino América.
 

 .......
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations).",mME3d1xRx54,TEDxCordoba 2012,TEDxCórdoba
22/11/12,El mejor trabajo del mundo: ser nativa digital: Anaclara Dalla Valle at TEDxCordoba,24.705,244.0,22.0,18.0,894.0,"['ted talk', 'Community', 'tedx talks', 'ted x', 'Culture', 'TEDxCordoba', 'ted', 'ted talks', 'Social Change', 'tedx', 'tedx talk', 'Education', 'Technology']","Coordinadora de Huellas Digitales, su proyecto social, un laboratorio móvil de alfabetización y experiencias digitales. El mejor trabajo del mundo: ser nativa digital.
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations).",OUkR3b7an3Y,TEDxCordoba 2012,TEDxCórdoba
3/12/12,"Ya está, ahora si puedo: Jose Viera at TEDxCordoba 2012",2.754,32.0,0.0,2.0,491.0,"['Ejemplo de vida', 'Spanish', 'tedx talks', 'TEDxCordoba', 'Argentina', 'tedx talk', 'ted talks', 'No videntes', 'tedx', 'Autosuperación', 'Solidaridad', 'ted x', 'ted talk', 'Social Change', 'Valores', 'ted']","José Viera, director para América Latina de DRPI Project, una iniciativa global sobre desarrollo y derechos humanos, muestra que no existe una sola forma de alcanzar nuestros objetivos. Profesor universitario, no vidente y presidente de la Federación de Ciegos, propone pensar cómo hacer las cosas de otra forma: ""Lo importante es pensar en cómo hacer lo que queremos hacer, de una forma más creativa, no seguir con el estereotipo de que sólo hay una forma de hacer las cosas"", dice. Para jugar al fútbol, votar o viajar al exterior, José destaca el valor de compartir, vincularse con las personas, confiar en los demás y hacer las cosas de una manera creativa. ""Lo que parece un obstáculo, cuando encontramos la forma, se transforma en el trampolín que me impulsa al próximo desafío"", señala. ""Primero quiero y después puedo"", fue la frase con la que concluyó su charla, a modo de regalo en el auditorio de TEDx Córdoba.
 .......
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations).",bfW0phDnTyE,TEDxCordoba 2012,TEDxCórdoba
3/12/12,"Performance, música + interactividad: Yamil Burguener at TEDxCordoba 2012",2.410,19.0,3.0,4.0,474.0,"['tedx', 'Entertainment', 'Música', 'Performance', 'Arte pop', 'Argentina', 'tedx talks', 'Spanish', 'Arte digital', 'Music', 'ted talks', 'Interactividad', 'ted talk', 'TEDxCordoba', 'TEDx Córdoba', 'Córdoba', 'ted x', 'tedx talk', 'ted']","Yamil Burguener es licenciado en Composición Musical, especialista en video y tecnologías digitales, artista multimedia, programador de software y docente. Músico y geek, presentó en TEDx Córdoba: ""Performance: Música + Interactividad"". Se trata de una performance multimedia en la que el artista busca potenciar y expandir el arte desde las posibilidades que dan las nuevas tecnologías. La obra ""Tu cabeza de pop"" es un graffiti digital compuesto en vivo a partir de movimientos con la cabeza. Una cámara web captura el movimiento de los ojos del artista y eso le permite manipular imágenes y sonido para armar un discurso. Con su obra, Burguener busca reflexionar sobre la inmediatez y los modos en que se consume la información en la actualidad. Las imágenes se descargan automáticamente de Internet, buscando los términos ""TEDx"", ""inmediato"" y ""pop"".
 

 .......
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations).",xkXIMilpKmk,TEDxCordoba 2012,TEDxCórdoba
3/12/12,Un mundo lleno de oportunidades: Agustin Herrera at TEDxCordoba 2012,16.733,144.0,11.0,6.0,608.0,"['Emprendedurismo', 'TEDx Córdoba', 'Argentina', 'Emprendedor', 'Spanish', 'ted', 'ted x', 'Education', 'tedx talks', 'Jóvenes', 'ted talk', 'tedx talk', 'Junior Achievement', 'ted talks', 'TEDxCordoba', 'Córdoba', 'tedx']","Emprendedor nato, estudia Ingeniería en Sistemas de Información en la Universidad Tecnológica de Córdoba (UTN). Con 18 años recién cumplidos, conforma el equipo de Junior Achievement, una organización que busca fomentar el espíritu emprendedor en los jóvenes. ""He aprendido a ver, identificar y aprovechar las oportunidades que se nos presentan, porque nos brindan herramientas y aprendizajes para el futuro"", cuenta Agustín, quien participó en programas educativos y viajó a países como Colombia y Holanda para competir a nivel internacional en representación de Córdoba (Argentina). Durante esas experiencias aprendió ""sobre la esencia humana de cooperar"". Para Agustín, ""estamos rodeados de oportunidades, el problema es que muchas veces no las sabemos ver"". Un joven que invita a ""abrir los ojos, aprovechar las oportunidades y sobre todo perseguir los sueños"".
 .......
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations).",ohQCmFfuGbY,TEDxCordoba 2012,TEDxCórdoba
3/12/12,Inventando una empresa equitativa y exitosa: Roberto Patria at TEDxCordoba 2012,3.162,18.0,5.0,0.0,599.0,"['tedx', 'Solidaridad', 'ted', 'Córdoba', 'Argentina', 'ted talk', 'tedxcordoba 2012', 'tedx talk', 'TEDx Córdoba', 'Empresas', 'Viviendas', 'Responsabilidad empresaria', 'TEDx cordoba 2012', 'tedx talks', 'ted talks', 'ted x']","Preside Grupo Patria, un sistema de valor de la cadena de madera y muebles. Su empresa fue severamente castigada durante los saqueos que tuvieron lugar durante la crisis económica y social que azotó a la Argentina en diciembre de 2001. Decidió cerrar una sede de su empresa en la ciudad de Córdoba y afrontar un proceso de reconversión productiva de su pyme, con base en Villa del Rosario. En 2005, detectó que los empleados de la firma necesitaban ayuda para acceder a una vivienda propia y consiguió el apoyo de las autoridades locales para llevarlo adelante. Así, puso en marcha el proyecto que permitiría construir viviendas para 40 colaboradores de la empresa. También lanzó un proyecto de ahorro solidario para brindar ayuda económica a empleados que lo necesiten, para cubrir necesidades financieras, de salud, vivienda, formación o compra de bienes de consumo. ""Se puede llegar a hacer una empresa que sea exitosa y que tenga gente que se sienta feliz trabajando"", dice
 

 .......
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations).",r9RdRhmguO0,TEDxCordoba 2012,TEDxCórdoba
10/12/12,"La escuela movil, otro mañana es posible: Jesus Gabriel del Valle at TEDxCordoba 2012",1.590,12.0,0.0,1.0,1.1340000000000001,"['Education', 'Social Change', 'ted talks', 'tedx talk', 'Argentina', 'ted talk', 'TEDxCordoba', 'tedx', 'ted x', 'Spanish', 'tedx talks', 'ted']","Creador y director del proyecto ""La escuela móvil"", que trabaja con personas que están fuera del sistema educativo, en estado de vulnerabilidad social.
 

 .......
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations).",Ig7QEd-ErUQ,TEDxCordoba 2012,TEDxCórdoba
13/12/12,Hacia un nuevo equilibrio en la ciudad: Mauro Pedrazzoli at TEDxCordoba 2012,1.772,22.0,1.0,0.0,1.054,"['tedx', 'tedx talks', 'ted x', 'tedx talk', 'ted talk', 'Sustainability', 'Global Issues', 'Spanish', 'Climate Change', 'TEDxCordoba', 'Argentina', 'Politics', 'ted', 'ted talks', 'Community']","Mauro Pedrazzoli. Arquitecto y docente, es cofundador y forma parte de Iniciativa Urbana, equipo que se desempeña en el campo del diseño urbano sustentable desde el año 2002.
 .......
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations).",F6WwmSkXY6c,TEDxCordoba 2012,TEDxCórdoba
13/12/12,"Liderazgo positivo, un recurso para la autoeficacia: Luis Maffei at TEDxCordoba 2012",69.032,500.0,22.0,8.0,1.008,"['tedx', 'Spanish', 'TEDxCordoba', 'Argentina', 'Education', 'ted', 'ted talks', 'ted talk', 'tedx talks', 'ted x', 'Psychology', 'tedx talk']","Juan Luis Maffei es consultor, licenciado en Psicología y profesor universitario. Investiga el impacto de las emociones positivas en las organizaciones.
 

 .......
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations).",pi2uwykbCt8,TEDxCordoba 2012,TEDxCórdoba
14/12/12,La bendición de no saber: Alberto Saal at TEDxCordoba 2012,6.592,84.0,2.0,5.0,950.0,"['TEDxCordoba', 'ted', 'tedx talk', 'Argentina', 'ted talk', 'Science', 'ted talks', 'Spanish', 'tedx talks', 'tedx', 'ted x']","Radicado en Rhode Island, es el cordobés que dirigió el equipo cientiìfico de la Brown University (EE.UU.) que detectó hidrógeno en las rocas lunares.
 

 .......
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations).",EaBOvAbYZ_c,TEDxCordoba 2012,TEDxCórdoba
14/12/12,Facebook: el compromiso detrás del muro: Julieta Kohan at TEDxCordoba 2012,1.600,12.0,0.0,0.0,1.045,"['tedx talk', 'ted talks', 'tedx', 'ted talk', 'TEDxCordoba', 'ted', 'Argentina', 'Education', 'ted x', 'Spanish', 'tedx talks', 'Community', 'Social Change']","Julieta Kohan creó la agrupación ""Patitas de Perros"", una asociacioìn sin fines de lucro cuyo objetivo es rescatar animales en situacioìn de riesgo. 
 

 .......
 

 In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations).",jcfua868qUo,TEDxCordoba 2012,TEDxCórdoba
